index,iso_code,location,total_deaths,new_deaths,median_age,aged_70_older,date_formatted
6022,ASM,American Samoa,33.0,0.0,,,2022-08-18
6023,ASM,American Samoa,33.0,0.0,,,2022-08-19
6024,ASM,American Samoa,33.0,0.0,,,2022-08-20
6025,ASM,American Samoa,33.0,0.0,,,2022-08-21
6026,ASM,American Samoa,33.0,0.0,,,2022-08-22
6027,ASM,American Samoa,33.0,0.0,,,2022-08-23
6028,ASM,American Samoa,34.0,1.0,,,2022-08-24
6029,ASM,American Samoa,34.0,0.0,,,2022-08-25
6030,ASM,American Samoa,34.0,0.0,,,2022-08-26
6031,ASM,American Samoa,34.0,0.0,,,2022-08-27
6032,ASM,American Samoa,34.0,0.0,,,2022-08-28
6033,ASM,American Samoa,34.0,0.0,,,2022-08-29
6034,ASM,American Samoa,34.0,0.0,,,2022-08-30
6035,ASM,American Samoa,34.0,0.0,,,2022-08-31
6036,ASM,American Samoa,34.0,0.0,,,2022-09-01
6037,ASM,American Samoa,34.0,0.0,,,2022-09-02
6038,ASM,American Samoa,34.0,0.0,,,2022-09-03
6039,ASM,American Samoa,34.0,0.0,,,2022-09-04
6040,ASM,American Samoa,34.0,0.0,,,2022-09-05
6041,ASM,American Samoa,34.0,0.0,,,2022-09-06
6042,ASM,American Samoa,34.0,0.0,,,2022-09-07
6043,ASM,American Samoa,34.0,0.0,,,2022-09-08
6044,ASM,American Samoa,34.0,0.0,,,2022-09-09
6045,ASM,American Samoa,34.0,0.0,,,2022-09-10
6046,ASM,American Samoa,34.0,0.0,,,2022-09-11
6047,ASM,American Samoa,34.0,0.0,,,2022-09-12
6048,ASM,American Samoa,34.0,0.0,,,2022-09-13
6049,ASM,American Samoa,34.0,0.0,,,2022-09-14
6050,ASM,American Samoa,34.0,0.0,,,2022-09-15
6051,ASM,American Samoa,34.0,0.0,,,2022-09-16
6052,ASM,American Samoa,34.0,0.0,,,2022-09-17
6053,ASM,American Samoa,34.0,0.0,,,2022-09-18
6054,ASM,American Samoa,34.0,0.0,,,2022-09-19
6055,ASM,American Samoa,34.0,0.0,,,2022-09-20
6056,ASM,American Samoa,34.0,0.0,,,2022-09-21
6057,ASM,American Samoa,34.0,0.0,,,2022-09-22
6058,ASM,American Samoa,34.0,0.0,,,2022-09-23
6059,ASM,American Samoa,34.0,0.0,,,2022-09-24
6060,ASM,American Samoa,34.0,0.0,,,2022-09-25
6061,ASM,American Samoa,34.0,0.0,,,2022-09-26
6062,ASM,American Samoa,34.0,0.0,,,2022-09-27
6063,ASM,American Samoa,34.0,0.0,,,2022-09-28
6064,ASM,American Samoa,34.0,0.0,,,2022-09-29
6065,ASM,American Samoa,34.0,0.0,,,2022-09-30
6066,ASM,American Samoa,34.0,0.0,,,2022-10-01
6067,ASM,American Samoa,34.0,0.0,,,2022-10-02
6068,ASM,American Samoa,34.0,0.0,,,2022-10-03
6069,ASM,American Samoa,34.0,0.0,,,2022-10-04
6070,ASM,American Samoa,34.0,0.0,,,2022-10-05
6071,ASM,American Samoa,34.0,0.0,,,2022-10-06
6072,ASM,American Samoa,34.0,0.0,,,2022-10-07
6073,ASM,American Samoa,34.0,0.0,,,2022-10-08
6074,ASM,American Samoa,34.0,0.0,,,2022-10-09
6075,ASM,American Samoa,34.0,0.0,,,2022-10-10
6076,ASM,American Samoa,34.0,0.0,,,2022-10-11
6077,ASM,American Samoa,34.0,0.0,,,2022-10-12
6078,ASM,American Samoa,34.0,0.0,,,2022-10-13
6079,ASM,American Samoa,34.0,0.0,,,2022-10-14
6080,ASM,American Samoa,34.0,0.0,,,2022-10-15
6081,ASM,American Samoa,34.0,0.0,,,2022-10-16
6082,ASM,American Samoa,34.0,0.0,,,2022-10-17
6083,ASM,American Samoa,34.0,0.0,,,2022-10-18
6084,ASM,American Samoa,34.0,0.0,,,2022-10-19
6085,ASM,American Samoa,34.0,0.0,,,2022-10-20
6086,ASM,American Samoa,34.0,0.0,,,2022-10-21
6087,ASM,American Samoa,34.0,0.0,,,2022-10-22
6088,ASM,American Samoa,34.0,0.0,,,2022-10-23
6089,ASM,American Samoa,34.0,0.0,,,2022-10-24
6090,ASM,American Samoa,34.0,0.0,,,2022-10-25
6091,ASM,American Samoa,34.0,0.0,,,2022-10-26
6092,ASM,American Samoa,34.0,0.0,,,2022-10-27
6093,ASM,American Samoa,34.0,0.0,,,2022-10-28
6094,ASM,American Samoa,34.0,0.0,,,2022-10-29
6095,ASM,American Samoa,34.0,0.0,,,2022-10-30
6096,ASM,American Samoa,34.0,0.0,,,2022-10-31
6097,ASM,American Samoa,34.0,0.0,,,2022-11-01
6098,ASM,American Samoa,34.0,0.0,,,2022-11-02
6099,ASM,American Samoa,34.0,0.0,,,2022-11-03
6100,ASM,American Samoa,34.0,0.0,,,2022-11-04
6101,ASM,American Samoa,34.0,0.0,,,2022-11-05
6102,ASM,American Samoa,34.0,0.0,,,2022-11-06
6103,ASM,American Samoa,34.0,0.0,,,2022-11-07
6104,ASM,American Samoa,34.0,0.0,,,2022-11-08
6105,ASM,American Samoa,34.0,0.0,,,2022-11-09
6106,ASM,American Samoa,34.0,0.0,,,2022-11-10
6107,ASM,American Samoa,34.0,0.0,,,2022-11-11
6108,ASM,American Samoa,34.0,0.0,,,2022-11-12
6109,ASM,American Samoa,34.0,0.0,,,2022-11-13
6110,ASM,American Samoa,34.0,0.0,,,2022-11-14
6111,ASM,American Samoa,34.0,0.0,,,2022-11-15
6112,ASM,American Samoa,34.0,0.0,,,2022-11-16
6113,ASM,American Samoa,34.0,0.0,,,2022-11-17
6114,ASM,American Samoa,34.0,0.0,,,2022-11-18
6115,ASM,American Samoa,34.0,0.0,,,2022-11-19
6116,ASM,American Samoa,34.0,0.0,,,2022-11-20
6117,ASM,American Samoa,34.0,0.0,,,2022-11-21
6118,ASM,American Samoa,34.0,0.0,,,2022-11-22
6119,ASM,American Samoa,34.0,0.0,,,2022-11-23
6120,ASM,American Samoa,34.0,0.0,,,2022-11-24
6121,ASM,American Samoa,34.0,0.0,,,2022-11-25
6122,ASM,American Samoa,34.0,0.0,,,2022-11-26
6123,ASM,American Samoa,34.0,0.0,,,2022-11-27
6124,ASM,American Samoa,34.0,0.0,,,2022-11-28
6125,ASM,American Samoa,34.0,0.0,,,2022-11-29
6126,ASM,American Samoa,34.0,0.0,,,2022-11-30
6127,ASM,American Samoa,34.0,0.0,,,2022-12-01
6128,ASM,American Samoa,34.0,0.0,,,2022-12-02
6129,ASM,American Samoa,34.0,0.0,,,2022-12-03
6130,ASM,American Samoa,34.0,0.0,,,2022-12-04
6131,ASM,American Samoa,34.0,0.0,,,2022-12-05
6132,ASM,American Samoa,34.0,0.0,,,2022-12-06
6133,ASM,American Samoa,34.0,0.0,,,2022-12-07
6134,ASM,American Samoa,34.0,0.0,,,2022-12-08
6135,ASM,American Samoa,34.0,0.0,,,2022-12-09
6136,ASM,American Samoa,34.0,0.0,,,2022-12-10
6137,ASM,American Samoa,34.0,0.0,,,2022-12-11
6138,ASM,American Samoa,34.0,0.0,,,2022-12-12
6139,ASM,American Samoa,34.0,0.0,,,2022-12-13
6140,ASM,American Samoa,34.0,0.0,,,2022-12-14
6141,ASM,American Samoa,34.0,0.0,,,2022-12-15
6142,ASM,American Samoa,34.0,0.0,,,2022-12-16
6143,ASM,American Samoa,34.0,0.0,,,2022-12-17
6144,ASM,American Samoa,34.0,0.0,,,2022-12-18
6145,ASM,American Samoa,34.0,0.0,,,2022-12-19
6146,ASM,American Samoa,34.0,0.0,,,2022-12-20
6147,ASM,American Samoa,34.0,0.0,,,2022-12-21
6148,ASM,American Samoa,34.0,0.0,,,2022-12-22
6149,ASM,American Samoa,34.0,0.0,,,2022-12-23
6150,ASM,American Samoa,34.0,0.0,,,2022-12-24
6151,ASM,American Samoa,34.0,0.0,,,2022-12-25
6152,ASM,American Samoa,34.0,0.0,,,2022-12-26
6153,ASM,American Samoa,34.0,0.0,,,2022-12-27
6154,ASM,American Samoa,34.0,0.0,,,2022-12-28
6155,ASM,American Samoa,34.0,0.0,,,2022-12-29
6156,ASM,American Samoa,34.0,0.0,,,2022-12-30
6157,ASM,American Samoa,34.0,0.0,,,2022-12-31
6158,ASM,American Samoa,34.0,0.0,,,2023-01-01
6159,ASM,American Samoa,34.0,0.0,,,2023-01-02
6160,ASM,American Samoa,34.0,0.0,,,2023-01-03
6161,ASM,American Samoa,34.0,0.0,,,2023-01-04
6162,ASM,American Samoa,34.0,0.0,,,2023-01-05
6163,ASM,American Samoa,34.0,0.0,,,2023-01-06
6164,ASM,American Samoa,34.0,0.0,,,2023-01-07
6165,ASM,American Samoa,34.0,0.0,,,2023-01-08
6166,ASM,American Samoa,34.0,0.0,,,2023-01-09
6167,ASM,American Samoa,34.0,0.0,,,2023-01-10
6168,ASM,American Samoa,34.0,0.0,,,2023-01-11
6169,ASM,American Samoa,34.0,0.0,,,2023-01-12
6170,ASM,American Samoa,34.0,0.0,,,2023-01-13
6171,ASM,American Samoa,34.0,0.0,,,2023-01-14
6172,ASM,American Samoa,34.0,0.0,,,2023-01-15
6173,ASM,American Samoa,34.0,0.0,,,2023-01-16
6174,ASM,American Samoa,34.0,0.0,,,2023-01-17
6175,ASM,American Samoa,34.0,0.0,,,2023-01-18
6176,ASM,American Samoa,34.0,0.0,,,2023-01-19
6177,ASM,American Samoa,34.0,0.0,,,2023-01-20
6178,ASM,American Samoa,34.0,0.0,,,2023-01-21
6179,ASM,American Samoa,34.0,0.0,,,2023-01-22
6180,ASM,American Samoa,34.0,0.0,,,2023-01-23
6181,ASM,American Samoa,34.0,0.0,,,2023-01-24
6182,ASM,American Samoa,34.0,0.0,,,2023-01-25
6183,ASM,American Samoa,34.0,0.0,,,2023-01-26
6184,ASM,American Samoa,34.0,0.0,,,2023-01-27
6185,ASM,American Samoa,34.0,0.0,,,2023-01-28
6186,ASM,American Samoa,34.0,0.0,,,2023-01-29
6187,ASM,American Samoa,34.0,0.0,,,2023-01-30
6188,ASM,American Samoa,34.0,0.0,,,2023-01-31
6189,ASM,American Samoa,34.0,0.0,,,2023-02-01
6190,ASM,American Samoa,34.0,0.0,,,2023-02-02
6191,ASM,American Samoa,34.0,0.0,,,2023-02-03
6192,ASM,American Samoa,34.0,0.0,,,2023-02-04
6193,ASM,American Samoa,34.0,0.0,,,2023-02-05
6194,ASM,American Samoa,34.0,0.0,,,2023-02-06
6195,ASM,American Samoa,34.0,0.0,,,2023-02-07
6196,ASM,American Samoa,34.0,0.0,,,2023-02-08
6197,ASM,American Samoa,34.0,0.0,,,2023-02-09
6198,ASM,American Samoa,34.0,0.0,,,2023-02-10
6199,ASM,American Samoa,34.0,0.0,,,2023-02-11
6200,ASM,American Samoa,34.0,0.0,,,2023-02-12
6201,ASM,American Samoa,34.0,0.0,,,2023-02-13
6202,ASM,American Samoa,34.0,0.0,,,2023-02-14
6203,ASM,American Samoa,34.0,0.0,,,2023-02-15
6204,ASM,American Samoa,34.0,0.0,,,2023-02-16
6205,ASM,American Samoa,34.0,0.0,,,2023-02-17
6206,ASM,American Samoa,34.0,0.0,,,2023-02-18
6207,ASM,American Samoa,34.0,0.0,,,2023-02-19
6208,ASM,American Samoa,34.0,0.0,,,2023-02-20
6209,ASM,American Samoa,34.0,0.0,,,2023-02-21
6210,ASM,American Samoa,34.0,0.0,,,2023-02-22
6211,ASM,American Samoa,34.0,0.0,,,2023-02-23
6212,ASM,American Samoa,34.0,0.0,,,2023-02-24
6213,ASM,American Samoa,34.0,0.0,,,2023-02-25
6214,ASM,American Samoa,34.0,0.0,,,2023-02-26
6215,ASM,American Samoa,34.0,0.0,,,2023-02-27
6216,ASM,American Samoa,34.0,0.0,,,2023-02-28
6217,ASM,American Samoa,34.0,0.0,,,2023-03-01
6218,ASM,American Samoa,34.0,0.0,,,2023-03-02
6219,ASM,American Samoa,34.0,0.0,,,2023-03-03
6220,ASM,American Samoa,34.0,0.0,,,2023-03-04
6221,ASM,American Samoa,34.0,0.0,,,2023-03-05
6222,ASM,American Samoa,34.0,0.0,,,2023-03-06
6223,ASM,American Samoa,34.0,0.0,,,2023-03-07
6224,ASM,American Samoa,34.0,0.0,,,2023-03-08
6225,ASM,American Samoa,34.0,0.0,,,2023-03-09
6226,ASM,American Samoa,34.0,0.0,,,2023-03-10
6227,ASM,American Samoa,34.0,0.0,,,2023-03-11
6228,ASM,American Samoa,34.0,0.0,,,2023-03-12
6229,ASM,American Samoa,34.0,0.0,,,2023-03-13
6230,ASM,American Samoa,34.0,0.0,,,2023-03-14
6231,ASM,American Samoa,34.0,0.0,,,2023-03-15
6232,ASM,American Samoa,34.0,0.0,,,2023-03-16
6233,ASM,American Samoa,34.0,0.0,,,2023-03-17
6234,ASM,American Samoa,34.0,0.0,,,2023-03-18
6235,ASM,American Samoa,34.0,0.0,,,2023-03-19
6236,ASM,American Samoa,34.0,0.0,,,2023-03-20
6237,ASM,American Samoa,34.0,0.0,,,2023-03-21
6238,ASM,American Samoa,34.0,0.0,,,2023-03-22
6239,ASM,American Samoa,34.0,0.0,,,2023-03-23
6240,ASM,American Samoa,34.0,0.0,,,2023-03-24
6241,ASM,American Samoa,34.0,0.0,,,2023-03-25
6242,ASM,American Samoa,34.0,0.0,,,2023-03-26
6243,ASM,American Samoa,34.0,0.0,,,2023-03-27
6244,ASM,American Samoa,34.0,0.0,,,2023-03-28
6245,ASM,American Samoa,34.0,0.0,,,2023-03-29
6246,ASM,American Samoa,34.0,0.0,,,2023-03-30
6247,ASM,American Samoa,34.0,0.0,,,2023-03-31
6248,ASM,American Samoa,34.0,0.0,,,2023-04-01
6249,ASM,American Samoa,34.0,0.0,,,2023-04-02
6250,ASM,American Samoa,34.0,0.0,,,2023-04-03
6251,ASM,American Samoa,34.0,0.0,,,2023-04-04
6252,ASM,American Samoa,34.0,0.0,,,2023-04-05
6253,ASM,American Samoa,34.0,0.0,,,2023-04-06
6254,ASM,American Samoa,34.0,0.0,,,2023-04-07
6255,ASM,American Samoa,34.0,0.0,,,2023-04-08
6256,ASM,American Samoa,34.0,0.0,,,2023-04-09
6257,ASM,American Samoa,34.0,0.0,,,2023-04-10
6258,ASM,American Samoa,34.0,0.0,,,2023-04-11
6259,ASM,American Samoa,34.0,0.0,,,2023-04-12
6260,ASM,American Samoa,34.0,0.0,,,2023-04-13
6261,ASM,American Samoa,34.0,0.0,,,2023-04-14
6262,ASM,American Samoa,34.0,0.0,,,2023-04-15
6263,ASM,American Samoa,34.0,0.0,,,2023-04-16
6264,ASM,American Samoa,34.0,0.0,,,2023-04-17
6265,ASM,American Samoa,34.0,0.0,,,2023-04-18
6266,ASM,American Samoa,34.0,0.0,,,2023-04-19
6267,ASM,American Samoa,34.0,0.0,,,2023-04-20
6268,ASM,American Samoa,34.0,0.0,,,2023-04-21
6269,ASM,American Samoa,34.0,0.0,,,2023-04-22
6270,ASM,American Samoa,34.0,0.0,,,2023-04-23
6271,ASM,American Samoa,34.0,0.0,,,2023-04-24
6272,ASM,American Samoa,34.0,0.0,,,2023-04-25
6273,ASM,American Samoa,34.0,0.0,,,2023-04-26
6274,ASM,American Samoa,34.0,0.0,,,2023-04-27
6275,ASM,American Samoa,34.0,0.0,,,2023-04-28
6276,ASM,American Samoa,34.0,0.0,,,2023-04-29
6277,ASM,American Samoa,34.0,0.0,,,2023-04-30
6278,ASM,American Samoa,34.0,0.0,,,2023-05-01
6279,ASM,American Samoa,34.0,0.0,,,2023-05-02
6280,ASM,American Samoa,34.0,0.0,,,2023-05-03
6281,ASM,American Samoa,34.0,0.0,,,2023-05-04
6282,ASM,American Samoa,34.0,0.0,,,2023-05-05
6283,ASM,American Samoa,34.0,0.0,,,2023-05-06
6284,ASM,American Samoa,34.0,0.0,,,2023-05-07
6285,ASM,American Samoa,34.0,0.0,,,2023-05-08
6286,ASM,American Samoa,34.0,0.0,,,2023-05-09
6287,ASM,American Samoa,34.0,0.0,,,2023-05-10
6288,ASM,American Samoa,34.0,0.0,,,2023-05-11
6289,ASM,American Samoa,34.0,0.0,,,2023-05-12
6290,ASM,American Samoa,34.0,0.0,,,2023-05-13
6291,ASM,American Samoa,34.0,0.0,,,2023-05-14
6292,ASM,American Samoa,34.0,0.0,,,2023-05-15
6293,ASM,American Samoa,34.0,0.0,,,2023-05-16
6294,ASM,American Samoa,34.0,0.0,,,2023-05-17
6295,ASM,American Samoa,34.0,0.0,,,2023-05-18
6296,ASM,American Samoa,34.0,0.0,,,2023-05-19
6297,ASM,American Samoa,34.0,0.0,,,2023-05-20
6298,ASM,American Samoa,34.0,0.0,,,2023-05-21
6299,ASM,American Samoa,34.0,0.0,,,2023-05-22
6300,ASM,American Samoa,34.0,0.0,,,2023-05-23
6301,ASM,American Samoa,34.0,0.0,,,2023-05-24
6302,ASM,American Samoa,34.0,0.0,,,2023-05-25
6303,ASM,American Samoa,34.0,0.0,,,2023-05-26
6304,ASM,American Samoa,34.0,0.0,,,2023-05-27
6305,ASM,American Samoa,34.0,0.0,,,2023-05-28
6306,ASM,American Samoa,34.0,0.0,,,2023-05-29
6307,ASM,American Samoa,34.0,0.0,,,2023-05-30
6308,ASM,American Samoa,34.0,0.0,,,2023-05-31
6309,ASM,American Samoa,34.0,0.0,,,2023-06-01
6310,ASM,American Samoa,34.0,0.0,,,2023-06-02
6311,ASM,American Samoa,34.0,0.0,,,2023-06-03
6312,ASM,American Samoa,34.0,0.0,,,2023-06-04
6313,ASM,American Samoa,34.0,0.0,,,2023-06-05
6314,ASM,American Samoa,34.0,0.0,,,2023-06-06
6315,ASM,American Samoa,34.0,0.0,,,2023-06-07
6316,ASM,American Samoa,34.0,0.0,,,2023-06-08
6317,ASM,American Samoa,34.0,0.0,,,2023-06-09
6318,ASM,American Samoa,34.0,0.0,,,2023-06-10
6319,ASM,American Samoa,34.0,0.0,,,2023-06-11
6320,ASM,American Samoa,34.0,0.0,,,2023-06-12
6321,ASM,American Samoa,34.0,0.0,,,2023-06-13
6322,ASM,American Samoa,34.0,0.0,,,2023-06-14
6323,ASM,American Samoa,34.0,0.0,,,2023-06-15
6324,ASM,American Samoa,34.0,0.0,,,2023-06-16
6325,ASM,American Samoa,34.0,0.0,,,2023-06-17
6326,ASM,American Samoa,34.0,0.0,,,2023-06-18
6327,ASM,American Samoa,34.0,0.0,,,2023-06-19
6328,ASM,American Samoa,34.0,0.0,,,2023-06-20
6329,ASM,American Samoa,34.0,0.0,,,2023-06-21
6416,AND,Andorra,6.0,2.0,,,2020-03-29
6417,AND,Andorra,8.0,2.0,,,2020-03-30
6418,AND,Andorra,12.0,4.0,,,2020-03-31
6419,AND,Andorra,13.0,1.0,,,2020-04-01
6420,AND,Andorra,13.0,0.0,,,2020-04-02
6421,AND,Andorra,15.0,2.0,,,2020-04-03
6422,AND,Andorra,16.0,1.0,,,2020-04-04
6423,AND,Andorra,17.0,1.0,,,2020-04-05
6424,AND,Andorra,17.0,0.0,,,2020-04-06
6425,AND,Andorra,21.0,4.0,,,2020-04-07
6426,AND,Andorra,22.0,1.0,,,2020-04-08
6427,AND,Andorra,24.0,2.0,,,2020-04-09
6428,AND,Andorra,26.0,2.0,,,2020-04-10
6429,AND,Andorra,26.0,0.0,,,2020-04-11
6430,AND,Andorra,28.0,2.0,,,2020-04-12
6431,AND,Andorra,29.0,1.0,,,2020-04-13
6432,AND,Andorra,29.0,0.0,,,2020-04-14
6433,AND,Andorra,31.0,2.0,,,2020-04-15
6434,AND,Andorra,33.0,2.0,,,2020-04-16
6435,AND,Andorra,34.0,1.0,,,2020-04-17
6436,AND,Andorra,35.0,1.0,,,2020-04-18
6437,AND,Andorra,35.0,0.0,,,2020-04-19
6438,AND,Andorra,36.0,1.0,,,2020-04-20
6439,AND,Andorra,36.0,0.0,,,2020-04-21
6440,AND,Andorra,37.0,1.0,,,2020-04-22
6441,AND,Andorra,37.0,0.0,,,2020-04-23
6442,AND,Andorra,38.0,1.0,,,2020-04-24
6443,AND,Andorra,40.0,2.0,,,2020-04-25
6444,AND,Andorra,40.0,0.0,,,2020-04-26
6445,AND,Andorra,40.0,0.0,,,2020-04-27
6446,AND,Andorra,41.0,1.0,,,2020-04-28
6447,AND,Andorra,42.0,1.0,,,2020-04-29
6448,AND,Andorra,42.0,0.0,,,2020-04-30
6449,AND,Andorra,42.0,0.0,,,2020-05-01
6450,AND,Andorra,43.0,1.0,,,2020-05-02
6451,AND,Andorra,44.0,1.0,,,2020-05-03
6452,AND,Andorra,45.0,1.0,,,2020-05-04
6453,AND,Andorra,45.0,0.0,,,2020-05-05
6454,AND,Andorra,46.0,1.0,,,2020-05-06
6455,AND,Andorra,47.0,1.0,,,2020-05-07
6456,AND,Andorra,47.0,0.0,,,2020-05-08
6457,AND,Andorra,47.0,0.0,,,2020-05-09
6458,AND,Andorra,48.0,1.0,,,2020-05-10
6459,AND,Andorra,48.0,0.0,,,2020-05-11
6460,AND,Andorra,48.0,0.0,,,2020-05-12
6461,AND,Andorra,48.0,0.0,,,2020-05-13
6462,AND,Andorra,49.0,1.0,,,2020-05-14
6463,AND,Andorra,49.0,0.0,,,2020-05-15
6464,AND,Andorra,49.0,0.0,,,2020-05-16
6465,AND,Andorra,51.0,2.0,,,2020-05-17
6466,AND,Andorra,51.0,0.0,,,2020-05-18
6467,AND,Andorra,51.0,0.0,,,2020-05-19
6468,AND,Andorra,51.0,0.0,,,2020-05-20
6469,AND,Andorra,51.0,0.0,,,2020-05-21
6470,AND,Andorra,51.0,0.0,,,2020-05-22
6471,AND,Andorra,51.0,0.0,,,2020-05-23
6472,AND,Andorra,51.0,0.0,,,2020-05-24
6473,AND,Andorra,51.0,0.0,,,2020-05-25
6474,AND,Andorra,51.0,0.0,,,2020-05-26
6475,AND,Andorra,51.0,0.0,,,2020-05-27
6476,AND,Andorra,51.0,0.0,,,2020-05-28
6477,AND,Andorra,51.0,0.0,,,2020-05-29
6478,AND,Andorra,51.0,0.0,,,2020-05-30
6479,AND,Andorra,51.0,0.0,,,2020-05-31
6480,AND,Andorra,51.0,0.0,,,2020-06-01
6481,AND,Andorra,51.0,0.0,,,2020-06-02
6482,AND,Andorra,51.0,0.0,,,2020-06-03
6483,AND,Andorra,51.0,0.0,,,2020-06-04
6484,AND,Andorra,51.0,0.0,,,2020-06-05
6485,AND,Andorra,51.0,0.0,,,2020-06-06
6486,AND,Andorra,51.0,0.0,,,2020-06-07
6487,AND,Andorra,51.0,0.0,,,2020-06-08
6488,AND,Andorra,51.0,0.0,,,2020-06-09
6489,AND,Andorra,51.0,0.0,,,2020-06-10
6490,AND,Andorra,51.0,0.0,,,2020-06-11
6491,AND,Andorra,51.0,0.0,,,2020-06-12
6492,AND,Andorra,51.0,0.0,,,2020-06-13
6493,AND,Andorra,51.0,0.0,,,2020-06-14
6494,AND,Andorra,51.0,0.0,,,2020-06-15
6495,AND,Andorra,51.0,0.0,,,2020-06-16
6496,AND,Andorra,52.0,1.0,,,2020-06-17
6497,AND,Andorra,52.0,0.0,,,2020-06-18
6498,AND,Andorra,52.0,0.0,,,2020-06-19
6499,AND,Andorra,52.0,0.0,,,2020-06-20
6500,AND,Andorra,52.0,0.0,,,2020-06-21
6501,AND,Andorra,52.0,0.0,,,2020-06-22
6502,AND,Andorra,52.0,0.0,,,2020-06-23
6503,AND,Andorra,52.0,0.0,,,2020-06-24
6504,AND,Andorra,52.0,0.0,,,2020-06-25
6505,AND,Andorra,52.0,0.0,,,2020-06-26
6506,AND,Andorra,52.0,0.0,,,2020-06-27
6507,AND,Andorra,52.0,0.0,,,2020-06-28
6508,AND,Andorra,52.0,0.0,,,2020-06-29
6509,AND,Andorra,52.0,0.0,,,2020-06-30
6510,AND,Andorra,52.0,0.0,,,2020-07-01
6511,AND,Andorra,52.0,0.0,,,2020-07-02
6512,AND,Andorra,52.0,0.0,,,2020-07-03
6513,AND,Andorra,52.0,0.0,,,2020-07-04
6514,AND,Andorra,52.0,0.0,,,2020-07-05
6515,AND,Andorra,52.0,0.0,,,2020-07-06
6516,AND,Andorra,52.0,0.0,,,2020-07-07
6517,AND,Andorra,52.0,0.0,,,2020-07-08
6518,AND,Andorra,52.0,0.0,,,2020-07-09
6519,AND,Andorra,52.0,0.0,,,2020-07-10
6520,AND,Andorra,52.0,0.0,,,2020-07-11
6521,AND,Andorra,52.0,0.0,,,2020-07-12
6522,AND,Andorra,52.0,0.0,,,2020-07-13
6523,AND,Andorra,52.0,0.0,,,2020-07-14
6524,AND,Andorra,52.0,0.0,,,2020-07-15
6525,AND,Andorra,52.0,0.0,,,2020-07-16
6526,AND,Andorra,52.0,0.0,,,2020-07-17
6527,AND,Andorra,52.0,0.0,,,2020-07-18
6528,AND,Andorra,52.0,0.0,,,2020-07-19
6529,AND,Andorra,52.0,0.0,,,2020-07-20
6530,AND,Andorra,52.0,0.0,,,2020-07-21
6531,AND,Andorra,52.0,0.0,,,2020-07-22
6532,AND,Andorra,52.0,0.0,,,2020-07-23
6533,AND,Andorra,52.0,0.0,,,2020-07-24
6534,AND,Andorra,52.0,0.0,,,2020-07-25
6535,AND,Andorra,52.0,0.0,,,2020-07-26
6536,AND,Andorra,52.0,0.0,,,2020-07-27
6537,AND,Andorra,52.0,0.0,,,2020-07-28
6538,AND,Andorra,52.0,0.0,,,2020-07-29
6539,AND,Andorra,52.0,0.0,,,2020-07-30
6540,AND,Andorra,52.0,0.0,,,2020-07-31
6541,AND,Andorra,52.0,0.0,,,2020-08-01
6542,AND,Andorra,52.0,0.0,,,2020-08-02
6543,AND,Andorra,52.0,0.0,,,2020-08-03
6544,AND,Andorra,52.0,0.0,,,2020-08-04
6545,AND,Andorra,52.0,0.0,,,2020-08-05
6546,AND,Andorra,52.0,0.0,,,2020-08-06
6547,AND,Andorra,52.0,0.0,,,2020-08-07
6548,AND,Andorra,52.0,0.0,,,2020-08-08
6549,AND,Andorra,52.0,0.0,,,2020-08-09
6550,AND,Andorra,52.0,0.0,,,2020-08-10
6551,AND,Andorra,52.0,0.0,,,2020-08-11
6552,AND,Andorra,52.0,0.0,,,2020-08-12
6553,AND,Andorra,53.0,1.0,,,2020-08-13
6554,AND,Andorra,53.0,0.0,,,2020-08-14
6555,AND,Andorra,53.0,0.0,,,2020-08-15
6556,AND,Andorra,53.0,0.0,,,2020-08-16
6557,AND,Andorra,53.0,0.0,,,2020-08-17
6558,AND,Andorra,53.0,0.0,,,2020-08-18
6559,AND,Andorra,53.0,0.0,,,2020-08-19
6560,AND,Andorra,53.0,0.0,,,2020-08-20
6561,AND,Andorra,53.0,0.0,,,2020-08-21
6562,AND,Andorra,53.0,0.0,,,2020-08-22
6563,AND,Andorra,53.0,0.0,,,2020-08-23
6564,AND,Andorra,53.0,0.0,,,2020-08-24
6565,AND,Andorra,53.0,0.0,,,2020-08-25
6566,AND,Andorra,53.0,0.0,,,2020-08-26
6567,AND,Andorra,53.0,0.0,,,2020-08-27
6568,AND,Andorra,53.0,0.0,,,2020-08-28
6569,AND,Andorra,53.0,0.0,,,2020-08-29
6570,AND,Andorra,53.0,0.0,,,2020-08-30
6571,AND,Andorra,53.0,0.0,,,2020-08-31
6572,AND,Andorra,53.0,0.0,,,2020-09-01
6573,AND,Andorra,53.0,0.0,,,2020-09-02
6574,AND,Andorra,53.0,0.0,,,2020-09-03
6575,AND,Andorra,53.0,0.0,,,2020-09-04
6576,AND,Andorra,53.0,0.0,,,2020-09-05
6577,AND,Andorra,53.0,0.0,,,2020-09-06
6578,AND,Andorra,53.0,0.0,,,2020-09-07
6579,AND,Andorra,53.0,0.0,,,2020-09-08
6580,AND,Andorra,53.0,0.0,,,2020-09-09
6581,AND,Andorra,53.0,0.0,,,2020-09-10
6582,AND,Andorra,53.0,0.0,,,2020-09-11
6583,AND,Andorra,53.0,0.0,,,2020-09-12
